;id;leaf;isInfectedPercentage;isInfectedFlag
34;#34;c4abb5dd-1c20-4e9e-b7a7-4f70cc9ab4c4.JPG;9.629003e-06;0
35;#35;4894be7b-6ae8-4831-b93c-cb80985f579f.JPG;0.00014301692;0
36;#36;284acdd9-6e42-4c98-b7ea-ac9ffb0bdf06.JPG;3.0320567e-08;0
37;#37;48ab58d9-1dbf-467f-b9e2-bc45068e4de7.JPG;5.54929e-09;0
38;#38;68c8abbf-ddfa-4488-8ae7-a0ba76e66499.JPG;3.9032757e-06;0
39;#39;7b2a2fa3-07ac-4e07-9169-aa701ad51ea7.JPG;1.1967996e-08;0
40;#40;c92fa456-860c-436f-87b7-9f6c84fd9cc4.JPG;1.5107461e-06;0
41;#41;215b0e4a-e33d-4c9b-965d-d5dd862561ae.JPG;1.2531572e-07;0
42;#42;508a9264-051d-487a-a5e0-dd9dd7b6e115.JPG;0.99944407;1
43;#43;cdfc0a1d-7ec4-4fac-a935-8a07e8f1f50d.JPG;9.273947e-06;0
44;#44;23deecb0-a7c5-42d7-a4d4-71b5ff471ed6.JPG;0.0067500486;0
45;#45;53088c4e-3b06-4f5a-a59f-e37d9fd0aff7.JPG;0.99947137;1
46;#46;c7a03862-ddf5-4f50-b7f0-d1b77c74934a.JPG;0.9986921;1
47;#47;0976190f-b191-4f68-a5b9-605527ab9c3e.JPG;0.9998293;1
48;#48;610f9fb2-2c67-4f84-84ee-258fab73185b.JPG;0.0004767801;0
49;#49;bed42df9-e555-42a6-a327-9ab2af66c314.JPG;0.010575382;0
50;#50;da0816fd-4926-4089-a7b8-0c906501544b.JPG;8.2819616e-07;0
51;#51;b74ceb89-8453-4708-b482-15b52a36cac8.JPG;0.99433833;1
52;#52;f8eef15c-b172-45a4-ba98-0453d784329f.JPG;5.7945823e-07;0
53;#53;c2957ddd-e2a6-45fc-99c6-f2a8d23dd938.JPG;0.9973265;1
54;#54;a0c4e347-56bc-4fae-ad8b-6b710d464921.JPG;0.000539708;0
55;#55;ce4e51b5-e24e-4460-9925-b0e4b9e27bb1.JPG;3.2195953e-06;0
56;#56;b37e9bad-ff53-419b-9554-0f9a3f309668.JPG;4.8309976e-06;0
57;#57;9a46890b-a58a-4c5f-b813-1d32c5afa9c1.JPG;0.99998677;1
58;#58;9a92a095-1004-40ed-b5ae-e5e86217aaa7.JPG;0.99996114;1
59;#59;61f6d733-8c8a-4c9a-b28d-6bace06532f3.JPG;0.00012549681;0
60;#60;bcc08ba3-2f24-4147-b8e0-a316ccaddfba.JPG;7.530034e-08;0
61;#61;df6720b9-512b-46bd-9523-e4f586c34750.JPG;1.8979787e-05;0
62;#62;67a08c44-2f3f-4a05-aaad-7199cbc6f08d.JPG;0.999992;1
63;#63;bede28ff-6db2-4c83-993f-98ced27e7a7c.JPG;0.0020030788;0
64;#64;ab12f9df-1c8a-45ef-ae88-b9c8af8247cc.JPG;6.9582713e-09;0
65;#65;632d7e49-00d4-4474-8858-46f0e5b46b49.JPG;0.86229134;1
66;#66;bee9a006-517c-4baa-a135-b7390e50ac6a.JPG;1.0;1
67;#67;c83e9dd7-263e-4804-891f-b1c2b1ce0b79.JPG;0.9917196;1
68;#68;ba91a583-9cd9-4008-b8f5-ebcd3185cc96.JPG;1.4450546e-05;0
69;#69;8ff7c63f-b131-4758-aa76-7d033f3b5d8c.JPG;2.2846923e-06;0
70;#70;c1be2257-e8b5-499f-87bf-5d66754864ae.JPG;6.1287365e-06;0
71;#71;da96ec24-981b-4ca2-99df-0805d27a2daf.JPG;9.4301424e-05;0
72;#72;d94c1cfd-2730-4b11-ae81-3f1ac11aaecd.JPG;0.9786186;1
73;#73;9dbfef82-ef31-4630-a972-bcf8d8446f88.JPG;0.00075649057;0
74;#74;dac0d1fa-6fbd-4d10-8602-27898198d095.JPG;4.1225303e-06;0
75;#75;20128cea-d0df-4c8a-ae45-1892435dd3f4.JPG;1.4276597e-05;0
76;#76;d0e3050d-2ded-40f1-9b4c-ccc30c1052e3.JPG;5.6072904e-06;0
77;#77;aa3f2e82-6c9c-47f8-a94c-658eb4c609ce.JPG;0.71286917;1
78;#78;37100714-527d-42f4-b1e4-351cdb237523.JPG;3.4189332e-05;0
79;#79;cd49a323-3660-48d0-b7b3-eff5aeee9e56.JPG;5.0562914e-09;0
80;#80;a59842b7-dd13-4a37-9703-eb10aebd941e.JPG;0.7358576;1
81;#81;7620575b-7ca9-42d9-81d5-7a284e5ad9e4.JPG;0.00023854262;0
82;#82;b35015c0-bfe0-48c3-96f0-75147fe9c706.JPG;0.9879832;1
83;#83;53ad07af-c699-436e-998d-70b64323ca26.JPG;7.9004356e-05;0
84;#84;b8a01b9a-d054-4506-bb4e-2d82fc326aa9.JPG;0.9973355;1
85;#85;e9f84761-c464-4b78-b2ae-ca139ead5856.JPG;1.377247e-07;0
86;#86;258adb08-7cba-4fd3-9a2e-dcc0ec85f742.JPG;3.567714e-06;0
87;#87;8f8b1491-af95-441d-85ff-ef8477e10a29.JPG;0.9943879;1
88;#88;f5287ec2-a8af-49ba-9d67-6ad129a8eafd.JPG;0.9999958;1
89;#89;c4911444-068f-49d6-ba9a-3e4a662c3dfb.JPG;0.9999919;1
90;#90;16e29d36-fe64-4f8b-8724-6f839be62c23.JPG;0.90871364;1
91;#91;30439645-be2c-4613-bb90-9b3c7d3ce9cf.JPG;1.9586917e-09;0
92;#92;82593450-91c3-475f-83e5-8e4d33f24d18.JPG;0.9998623;1
93;#93;234e70d9-1532-46aa-921a-b0ebe42f625a.JPG;0.94056547;1
94;#94;ba26cbc2-11ae-431d-b7ff-9bf5af8cc16d.JPG;0.9999975;1
95;#95;c8c473c8-eb05-4ddf-9b35-fbb3e9ac736a.JPG;0.15234108;0
96;#96;64a31d19-f4b5-4702-85d8-1c4afb782591.JPG;0.0017554866;0
97;#97;1841e54f-01ce-4a09-b7c6-73a4a9682aff.JPG;4.8624635e-05;0
98;#98;844e7384-b443-44ad-8a0e-413fb8198afe.JPG;3.8081796e-10;0
99;#99;4106cc84-7aca-4a76-b163-8908a0279fcb.JPG;0.99997437;1
100;#100;a4ae396a-d024-4624-a2ae-bf02e633774b.JPG;0.9998054;1
101;#101;29d0367f-8d8b-4073-a056-cc4f009eaf12.JPG;0.0012960668;0
102;#102;b52b67e1-5b84-4bf8-a768-fe5310d049b9.JPG;0.9985983;1
103;#103;faf43da7-9521-4dfe-b81a-2872ff0b9707.JPG;2.99316e-05;0
104;#104;9b23c73b-cebd-4441-bbbb-a28fbcd27db8.JPG;0.9987679;1
105;#105;637f1798-472a-40cb-b470-0154db53659e.JPG;0.95071906;1
106;#106;370c8d3f-ad7b-4ff8-bf8b-6a577f24e9db.JPG;0.43151996;0
107;#107;fd84a9b7-a0a3-4747-bb2c-97e876409258.JPG;0.9995376;1
108;#108;f7a911b3-b8e9-455e-a2ed-f4038579eba3.JPG;0.9999995;1
109;#109;a9549ad4-ecd2-4e8f-91ba-6735f937ee2e.JPG;2.6265478e-05;0
110;#110;f60adcbc-4a2a-4844-9802-b0e4b4843334.JPG;2.136271e-07;0
111;#111;8cec4107-17d8-44c5-ba19-ee00a606bdd2.JPG;4.159599e-08;0
112;#112;f2e30f24-0120-413e-b75f-75058c6285ba.JPG;5.556894e-05;0
113;#113;6634707d-48d0-4c13-931c-d07054f08e49.JPG;0.9998654;1
114;#114;b5feb934-dd3c-4cab-adda-19364f3b4d2a.JPG;0.9927412;1
115;#115;37e01549-5db8-414a-9086-0f95fc35af52.JPG;0.21309462;0
116;#116;d57206de-5909-4127-a6ee-b2e2c5472c6c.JPG;1.763889e-05;0
117;#117;752fda0b-a922-4904-8cd2-d06fe1b09b81.JPG;3.6508982e-07;0
118;#118;2362c48f-e26d-464c-b3a5-c2989fc71ffc.JPG;0.00025342684;0
119;#119;9067aa6f-1acb-40b2-a0c5-087d4df73bc2.JPG;2.8263575e-10;0
120;#120;ec1682aa-8f6f-44bc-99f6-53efcc31340d.JPG;0.00020968508;0
121;#121;7c45b546-0dd1-483a-9e91-62aea80d87e2.JPG;2.388503e-06;0
122;#122;ad53498b-1e90-4063-a6f1-bf7acd707ff4.JPG;8.345833e-09;0
123;#123;8e008995-19bc-4699-8eac-ea2a1a3ef821.JPG;0.99999905;1
124;#124;690caa7d-26e5-4861-837b-866af6fa99ef.JPG;0.999788;1
125;#125;a198d834-0e25-496f-b19f-5f007c7a8794.JPG;0.99999547;1
126;#126;018b8b67-f879-4c7b-bca7-5bd527415908.JPG;0.20826282;0
127;#127;607378ca-af25-4a57-b668-3e3a218be305.JPG;8.665395e-05;0
128;#128;136fda8d-746d-4853-816c-5030f5577b94.JPG;1.37110145e-08;0
129;#129;c41aa2eb-7f6a-43b3-8607-3c2109b6148b.JPG;0.97818506;1
130;#130;b48a7896-afd1-4ca0-89f9-89462b25425a.JPG;0.99905235;1
131;#131;23e955ed-2d9c-4262-a9d1-bb5166b2095a.JPG;0.999992;1
132;#132;f7508ac7-e9ca-4fe3-aad8-baed468f06a5.JPG;8.956558e-07;0
133;#133;7171f86d-9c7c-4f86-8686-a2f363fcc0c5.JPG;4.4913163e-06;0
134;#134;b7175d02-54af-4797-8825-919afdc3be39.JPG;7.5268176e-08;0
135;#135;d9f1c739-9885-47fb-959d-8871e7c6cf7f.JPG;6.0114587e-07;0
136;#136;ba3acef1-f8d4-4319-96fa-15f5fc2b7e39.JPG;0.99999285;1
137;#137;8c614cfe-3efe-4017-ae3b-cef1f59605b6.JPG;0.45636755;0
138;#138;e6befb76-e5c1-4b93-8a2f-ccce8c0b748b.JPG;0.19113337;0
139;#139;b8aae7dc-409b-4520-b3c1-584923165692.JPG;1.0;1
140;#140;fc7e3cfb-7eb5-422b-8bdb-16597f2a777a.JPG;0.00078397576;0
141;#141;8b52db77-e536-410c-986a-ac5590f95c4d.JPG;0.9518246;1
142;#142;5360fd0d-927a-44b7-b689-4165322fcf1b.JPG;0.9996693;1
143;#143;dd3367e9-813a-463f-9aab-6043a40bafdd.JPG;0.000405849;0
144;#144;ff7a37f1-49b9-41f1-b579-4bb09b42641f.JPG;0.004939635;0
145;#145;a1f2d195-c7d7-4130-9813-69d94cd40815.JPG;0.9997359;1
146;#146;27fdd937-c001-4362-b61f-c75f13b66e65.JPG;0.014533004;0
147;#147;ac54e692-4e0d-4f91-b7b0-b440bce2f9e4.JPG;0.9987984;1
148;#148;56eb2035-1370-4808-9442-b7cd4b33cb83.JPG;0.99999964;1
149;#149;50826c29-49c2-4068-b0de-a58e9efe7e86.JPG;8.804456e-07;0
150;#150;502e5d7d-5a16-41a3-86f0-b57789e6a4f3.JPG;0.00037808728;0
151;#151;b6cd2b71-71f6-41d6-91cb-6b1aed7f8082.JPG;0.016414985;0
152;#152;6f97cb24-651f-4bc9-876b-1879106c6936.JPG;0.99999964;1
153;#153;fcadd97b-e71f-4e71-9c1f-1c670f011eef.JPG;0.00027714888;0
154;#154;ec668421-aacb-4891-8904-7373aa3e6c57.JPG;8.5281863e-07;0
155;#155;e0c10f06-2b90-45e9-bcb2-9a940b9dce2c.JPG;1.0;1
156;#156;a66d02af-8246-4bb2-872c-285ec4ba8afb.JPG;0.98879844;1
157;#157;ece1eec1-c32d-4e16-8dd0-675834bfe87c.JPG;2.2821258e-08;0
158;#158;f8dcc849-9426-4d4e-966d-5425ca2f4572.JPG;0.99983776;1
159;#159;69e4882f-e4e9-4686-b10c-1eb32d96d3d0.JPG;0.00012848573;0
160;#160;08c5ffd1-f11e-4038-8b8b-43b4b6cb175e.JPG;0.99996006;1
161;#161;67327fa9-3f47-4a32-a7bf-27e38b69c7ca.JPG;0.9998884;1
162;#162;8087a658-1e16-4ee1-a7d9-1658ca611395.JPG;0.99256164;1
163;#163;f135e913-1671-4ffc-931b-13f4bfbf584c.JPG;0.9999629;1
164;#164;50547a9b-f004-4603-8d8b-720ab4ef119e.JPG;0.12715389;0
165;#165;c11086b3-43ec-4c1b-a3cb-d34102c03576.JPG;6.3260033e-09;0
166;#166;e31359c9-bc5f-4b7b-9c89-3d7f7f4ee102.JPG;1.4829342e-05;0
167;#167;c9957c32-4a76-4de0-a467-9a87b7d18f1d.JPG;0.97387755;1
168;#168;a7fb40e3-cf24-4235-848e-2fe0540a1a5d.JPG;0.7604405;1
169;#169;9ed594f4-bbbb-4d50-8389-a6a0cc814d56.JPG;0.9583776;1
170;#170;bd6678fe-28b1-419f-b950-f6f8e0ef7179.JPG;0.99608094;1
171;#171;a5edc19f-fe35-4e92-ac7b-f3945cf6af89.JPG;3.8335742e-07;0
172;#172;f987582f-63cc-4340-aeec-44adb6260308.JPG;0.9998872;1
173;#173;205b1117-935e-4b0d-85db-9241efb1c56f.JPG;2.2217475e-07;0
174;#174;221bcf90-beed-471b-bc35-ec25abf70d48.JPG;5.550933e-07;0
175;#175;ebe27c00-e08d-4800-a6d4-f70a20929042.JPG;2.1916827e-08;0
176;#176;067b0762-6d0d-4c19-85cb-bfa9b0949406.JPG;7.5865865e-09;0
177;#177;df8408bd-ba26-4015-be28-b9217564c742.JPG;0.00015197984;0
178;#178;8671df12-b556-448f-8e8f-aa503960e691.JPG;0.60467285;1
179;#179;926ce6c0-fed9-436a-a518-094b6c935f72.JPG;1.0;1
180;#180;409291d0-000f-4a76-a45b-59a0eaf73477.JPG;6.477535e-05;0
181;#181;cd392609-98b5-4f86-a7dd-49d28414e73e.JPG;0.9999995;1
182;#182;cfa55a98-fd78-49df-867e-5452457e79a3.JPG;0.99999774;1
183;#183;40947da4-8d6c-4d4c-bed2-eba20b54fc9b.JPG;0.99958843;1
184;#184;dd370fc7-3d34-43da-82ad-ab4d40db4fa2.JPG;0.33083567;0
185;#185;b23e877a-1788-46e9-84a5-5f2c55de2b5c.JPG;0.58511585;1
186;#186;8b24ba60-4713-4efc-936d-ee8e343f5b8b.JPG;0.999998;1
187;#187;88b36913-de1f-417d-b29a-253532b48c32.JPG;1.5670697e-06;0
188;#188;8a92d042-4209-47d9-bdae-dd7cd524924a.JPG;3.180563e-06;0
189;#189;77d99352-06e3-4f63-978e-9d26925ae8ae.JPG;0.999998;1
190;#190;ee746bcd-1156-456f-a7b8-5256fdb3939f.JPG;0.9998363;1
191;#191;8bfaba68-4bea-4a4e-81c3-69b1d5a7cda6.JPG;1.2674951e-09;0
192;#192;08ab5dfd-796e-41ef-b76d-624e8e061d78.JPG;0.99996674;1
193;#193;f45c0f13-9581-466e-a806-04dc6f7eb6f7.JPG;0.0703446;0
194;#194;359a84eb-3663-4fd2-be40-cadaf6c7da25.JPG;1.6598738e-06;0
195;#195;e0df96ac-576c-432b-b0cd-e4dc585d9850.JPG;0.99997175;1
196;#196;dceec02c-ea68-4a13-8bc4-1bff7e8b7a6a.JPG;0.9999752;1
197;#197;b5d34ca8-02d6-451d-a8de-fe27f23a398e.JPG;1.2542632e-09;0
198;#198;886949e9-a35e-48ef-87bf-333f3b02485f.JPG;0.99999464;1
199;#199;445485ea-7740-4bc0-a69f-198acea0c548.JPG;1.7646377e-06;0
200;#200;39d8c10c-08e6-47b7-b2ea-de81ef5fc20d.JPG;0.39375997;0
201;#201;f4395d2a-95f5-4ff5-9f0d-849033ff7c07.JPG;6.653447e-09;0
202;#202;fb9ab155-2df1-4911-a73c-907a89b75339.JPG;0.01532516;0
203;#203;5214ccc1-838e-4d93-b425-c9cc190b41f4.JPG;8.1831886e-10;0
204;#204;a03137b1-94c4-4d89-9abe-c552bc1018de.JPG;0.98503876;1
205;#205;951a5fa5-8a9f-48c7-8d14-e35b9e90ffe4.JPG;0.99444973;1
206;#206;790476d1-3f60-4787-9d4c-37929ed81228.JPG;3.814228e-07;0
207;#207;1925e689-b744-4796-9a94-0efaa74b0b2a.JPG;0.00010631921;0
208;#208;61cef5c6-a55f-4cdb-b574-bab5e4cdd0e9.JPG;6.2992134e-05;0
209;#209;76c245fe-18bc-46b7-a4e5-aec7613e094d.JPG;1.200406e-05;0
210;#210;4020136a-5ef2-40a1-9670-3bc983c074ef.JPG;0.99999976;1
211;#211;259ed9b6-b629-4778-b647-04f80080b678.JPG;4.84951e-09;0
212;#212;14a09f86-9848-4551-831e-edfbd6d9305c.JPG;3.3362827e-05;0
213;#213;07f6d7d9-a2e4-40cc-ad97-a23b2590808a.JPG;2.9709467e-05;0
214;#214;e1df58de-f1fe-46fe-8eef-7b37550bac5b.JPG;0.999984;1
215;#215;951b56fc-c9e6-485b-a1a8-7cad8fc87734.JPG;0.99999416;1
216;#216;84a838d7-3254-48e3-8c3c-7955718c49a1.JPG;0.90137416;1
217;#217;7792f2cf-2cf7-42a0-a58c-71d8789504ff.JPG;0.9977247;1
218;#218;53d23cc0-3354-4a9b-bab6-de0bd155bcd6.JPG;0.99999845;1
219;#219;52c34ee3-3be0-437f-b3c2-368d0f33c458.JPG;1.5329455e-05;0
220;#220;20c767f7-641b-4526-abb6-4b1c4877bcf6.JPG;3.000597e-09;0
221;#221;8ce011d1-3ff7-473b-bc4c-c63e817c6b1b.JPG;0.9999745;1
222;#222;9da530e7-1ab8-478e-87a7-6e59958779ef.JPG;3.096976e-08;0
223;#223;71157068-48a7-43b3-b126-01042048e33f.JPG;0.09111828;0
224;#224;9f7dff8f-aae8-4d67-a1a1-2f341e58724b.JPG;0.014014751;0
225;#225;f65b036b-477c-4233-963e-b2e174eec4cb.JPG;0.000586922;0
226;#226;a20a3e55-dfe7-4a17-9afd-26b478a74e13.JPG;0.9004012;1
227;#227;bdd3bdfd-0f6d-48e3-afb6-1d8ac4212d92.JPG;1.7101561e-08;0
228;#228;7be7fc57-9fbe-4093-b949-d12fd74c4bbd.JPG;0.9999677;1
229;#229;ba850c83-2d22-40e7-8e8c-61298410980e.JPG;1.6193656e-08;0
230;#230;b5a5d42d-dc6a-4c1f-8950-707eee25f292.JPG;2.0675597e-09;0
231;#231;e2baba2e-b0ab-44c0-a7aa-60e7f555467e.JPG;1.8938003e-05;0
232;#232;172ff14d-202c-4d91-b548-21f3b0506609.JPG;1.3647874e-08;0
233;#233;25e4e25a-3b5d-47b5-b208-cf33162406db.JPG;0.99739504;1
234;#234;97016d1b-b0fa-4329-aa5c-ff7c9b75e4ae.JPG;4.3212876e-05;0
235;#235;c40f3743-3186-4ba3-a75f-740500ee7acc.JPG;0.9980813;1
236;#236;26e49973-8057-47a9-91c0-8a7b734d326f.JPG;1.1240671e-06;0
237;#237;95555731-d43b-4b38-ade5-3d54c116ee6c.JPG;0.9999559;1
238;#238;ee14e6d9-fedf-49d4-919f-baf24291310d.JPG;0.00182946;0
239;#239;59763cc3-6920-4562-af9d-7c35d72994a4.JPG;0.9680913;1
240;#240;d0f36f65-7905-4cb6-b099-95754baa5f6d.JPG;0.9884481;1
241;#241;d011eaab-3254-40b2-8c9a-a4efe8a81fc1.JPG;0.000908173;0
242;#242;b18f919b-705b-48b4-9a17-1a39c1ef0fba.JPG;0.99993944;1
243;#243;f931bef9-e5c0-4b11-aa4f-4a4ae55ba6c6.JPG;0.94412786;1
244;#244;20e68981-f312-405f-8e91-fe3758be095a.JPG;4.7180397e-06;0
245;#245;cb893e50-886a-4522-9578-1857ac0fa8fb.JPG;0.026976813;0
246;#246;17dacd1a-c8c4-4df5-b9c3-60946db9e7f8.JPG;0.99998987;1
247;#247;534c2280-5a9d-4227-bea4-8f7be29d33e8.JPG;0.98071116;1
248;#248;d0142db7-6d03-4118-94ff-d87f5ade708a.JPG;0.0008981824;0
249;#249;b36132b9-5f03-4317-8f9f-ffb2792674b5.JPG;0.99999523;1
250;#250;e18e385c-a981-4d10-8c7a-72aee5353f92.JPG;1.1195002e-08;0
251;#251;b49853b4-3f82-4b2d-b4a1-02b773f5321d.JPG;1.4209511e-05;0
252;#252;54b020eb-e7b6-42c5-9638-75cd94d37b03.JPG;0.00041369;0
253;#253;da82af0f-c584-42f7-914f-da611c68b546.JPG;4.8576017e-05;0
254;#254;db88cd1d-35ab-498c-8331-ac63480c1010.JPG;7.173254e-07;0
255;#255;a3e5d027-1f07-4de3-9479-4f022a00a69a.JPG;0.00067161885;0
256;#256;b69c04e1-d5dd-40ef-bdfd-60a71246674a.JPG;0.0024945282;0
257;#257;d0021d8a-ca8d-47ad-824a-b9076d3fe4aa.JPG;0.99995697;1
258;#258;76363b6f-756a-410f-bd34-91ed5b44cf1f.JPG;1.9849588e-06;0
259;#259;fe20bf8a-9147-4089-b808-62e80244eed1.JPG;0.00041588902;0
260;#260;a0a9dd70-b1ef-4abf-8f13-7821315ce801.JPG;0.52289855;1
261;#261;479223d9-daba-49a0-8949-689189f10aff.JPG;0.686454;1
262;#262;b6edafda-0c1e-4e4d-8d9d-a07b59997447.JPG;1.3974708e-05;0
263;#263;feb7d166-79ae-4bdb-9095-450e55ce6ed1.JPG;5.700107e-07;0
264;#264;cfab2236-0a61-483d-b47c-5584740ade23.JPG;2.863183e-10;0
265;#265;bc88d9c6-932b-487c-b05e-babd391e1a59.JPG;1.123505e-07;0
266;#266;dd477c3d-34df-45c7-ac94-f0a572e54b04.JPG;0.0036075911;0
267;#267;ac2a8bb5-c8cc-4cbd-8394-bcb78002c2cb.JPG;0.8905473;1
268;#268;ec4cea78-db0a-4ba5-968c-74b1b14c0e2e.JPG;5.4093558e-05;0
269;#269;a08dd78e-1ccc-4734-b11b-21c76e2a0c55.JPG;0.9824662;1
270;#270;d7fba1fc-3992-45b7-b291-78d4df57fb1c.JPG;2.1994779e-06;0
271;#271;b70f9001-f969-4921-b3b1-ea7308d97784.JPG;0.00025929714;0
272;#272;9dd83473-a157-480b-be03-f71f4ea07994.JPG;0.99999714;1
273;#273;53504067-da98-4f82-ba44-f00150837fef.JPG;0.9938799;1
274;#274;b3a99c9a-9417-44dd-992e-cbc2883d1c35.JPG;0.99689484;1
275;#275;c85c56a7-deb1-4470-ae7f-e6948c016ed5.JPG;0.99949574;1
276;#276;b51f1468-7036-4e46-aac5-31548d224b36.JPG;0.0020857588;0
277;#277;2822bf36-0f5e-467b-91c4-1917d031b7a8.JPG;0.9998691;1
278;#278;b8e9f626-9a5f-435c-a003-99e7a536ff02.JPG;0.99807274;1
279;#279;f745ca87-abf3-47fa-811d-3d2e539e723f.JPG;8.17449e-07;0
280;#280;5660eadb-4bca-4940-90de-9aa18331e878.JPG;0.9951407;1
281;#281;a2091d12-1f72-4c26-ad00-ccb5f17cd098.JPG;2.3065961e-06;0
282;#282;092ae912-9918-4f74-9a1a-f5c443a6fa94.JPG;7.722437e-08;0
283;#283;ca1a4242-742b-48b9-9542-1a411378a5bc.JPG;1.9553594e-05;0
284;#284;e1cabe4d-a210-4c34-a427-7063da84afc5.JPG;2.1468253e-08;0
285;#285;30b977b4-4928-4a9f-86ea-991cf89ca51e.JPG;4.2521115e-06;0
286;#286;24e269f2-64c5-47fc-aa91-e34ae8daebf2.JPG;0.0078743445;0
287;#287;9823a33b-d6ba-4f59-90b0-eaa5f8de0081.JPG;3.510037e-07;0
288;#288;562f258b-2dc9-4093-a0e6-1052cdf2bb57.JPG;0.99999785;1
289;#289;087bd9c0-08ba-465e-9024-e4ac7b581247.JPG;1.1798572e-06;0
290;#290;bcbeda40-69e7-4a2c-86f8-f95a2c4ff865.JPG;2.0492987e-05;0
291;#291;42416c17-efa9-4fe5-9de1-33caa2ef66f2.JPG;0.9966659;1
292;#292;597ba4f7-0fe8-43e5-b51e-272ae7859e89.JPG;0.61244965;1
293;#293;f1576f95-c5a0-49ca-a2ba-08445b5def0f.JPG;5.0937848e-05;0
294;#294;63b620c5-bc26-4a01-a061-d011e5822f1b.JPG;9.999761e-06;0
295;#295;ccb51861-f618-41f0-ac9a-822181b24f95.JPG;0.9999188;1
296;#296;be301367-7403-4d89-9bdc-93b8b840eda8.JPG;3.7888574e-06;0
297;#297;65327320-3456-459a-9f57-2c226731cc58.JPG;0.9911875;1
298;#298;80f94f58-104d-4eea-a16f-ba6bf541ee41.JPG;0.001115206;0
299;#299;9498dd52-b82d-470a-9284-c40b6a8f3585.JPG;0.00018300816;0
300;#300;9dd1bd84-d359-4d82-b6fc-5240b50ead05.JPG;8.5330674e-07;0
301;#301;e5cce092-97f3-485b-ae39-eb4a3c41275a.JPG;2.9223622e-06;0
302;#302;a7a005ab-f994-412a-aab6-1da5681c82b5.JPG;0.8815535;1
303;#303;eaab8dd6-6391-4e1a-ac24-3e4eff89efee.JPG;7.0650175e-09;0
304;#304;d6dd36d6-1a5e-463f-9236-72091c08d1ea.JPG;6.438275e-05;0
305;#305;a8b1095f-fd7e-4fb1-bd1c-a7400502c10f.JPG;0.00045479144;0
306;#306;be1f71aa-dec5-470f-a10e-018043a848cb.JPG;0.0030456886;0
307;#307;8847046c-80fd-4250-9cb2-6fddf4a850b1.JPG;0.9999999;1
